year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Striking against Objects,Others,Others - Goods/Cargo,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Striking against Objects,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Striking against Objects,Physical Workplace,Physical Workplace - Structures,2
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Striking against Objects,Vehicles,Vehicles - Others,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Falling Objects,Others,Others - Ceramic Items,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Falling Objects,Others,Others - Furniture and Fittings,2
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Falling Objects,Others,Others - Goods/Cargo,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,2
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Others,Others,3
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Others,Others - Furniture and Fittings,6
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Others,Others - Wooden Items,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,2
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Struck by Moving Objects,Vehicles,Vehicles - Others,1
2018,Minor,Financial & Insurance Services,"Financial Service Activities, Except Insurance & Pension Funding",Work-related Traffic,Vehicles,Vehicles - Motor vehicles,4
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding",Cut/Stabbed by Objects,Others,Others - Glass Items,1
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding",Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,1
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding","Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,3
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding","Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,3
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding",Over-exertion/Strenuous Movements,Others,Others - Human Factors,1
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding",Striking against Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Financial & Insurance Services,"Insurance, Reinsurance, Provident funding & Pension Funding",Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Cut/Stabbed by Objects,Others,Others - Knives and Needles,2
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities","Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,2
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities","Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities","Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,10
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities","Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Others,Others,Others - Human Factors,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Over-exertion/Strenuous Movements,Others,Others - Human Factors,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Striking against Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Striking against Objects,Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Information & Communications,"Computer Programming, Consultancy & Related Activities",Work-related Traffic,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Information & Communications,Information Service Activities,Falls - Falls from Height,Physical Workplace,Physical Workplace - Roof,1
2018,Minor,Information & Communications,Information Service Activities,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2018,Minor,Information & Communications,Information Service Activities,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2018,Minor,Information & Communications,Information Service Activities,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,4
2018,Minor,Information & Communications,"Motion Picture, Video & Television Programme Production, Sound Recording & Music Publishing Activities","Falls - Slips, Trips & Falls",Others,Others - Human Factors,1
2018,Minor,Information & Communications,"Motion Picture, Video & Television Programme Production, Sound Recording & Music Publishing Activities","Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2018,Minor,Information & Communications,"Motion Picture, Video & Television Programme Production, Sound Recording & Music Publishing Activities",Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Information & Communications,Publishing Activities,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Guillotine Machine,1
2018,Minor,Information & Communications,Publishing Activities,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,2
2018,Minor,Information & Communications,Publishing Activities,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2018,Minor,Information & Communications,Radio & Television Broadcasting Activities,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,2
2018,Minor,Information & Communications,Radio & Television Broadcasting Activities,Others,Others,Others - Human Factors,1
2018,Minor,Information & Communications,Radio & Television Broadcasting Activities,Struck by Falling Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Information & Communications,Telecommunications,Falls - Falls from Height,Means of Access,Means of Access - Ladders,1
2018,Minor,Information & Communications,Telecommunications,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2018,Minor,Information & Communications,Telecommunications,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2018,Minor,Information & Communications,Telecommunications,"Falls - Slips, Trips & Falls",Others,Others,1
2018,Minor,Information & Communications,Telecommunications,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,1
2018,Minor,Information & Communications,Telecommunications,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2018,Minor,Information & Communications,Telecommunications,Others,Others,Others - Human Factors,2
2018,Minor,Information & Communications,Telecommunications,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Information & Communications,Telecommunications,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Information & Communications,Telecommunications,Struck by Moving Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,10
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Saws,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Others,Others - Furniture and Fittings,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Others,Others - Metal Items (excluding knives/needles),3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Caught in/ betw Objects,Pressurised Equipments,Pressurised Equipments - Air / Steam Receivers,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Lathes or Milling Machine,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Power Press,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Saws,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Cut/Stabbed by Objects,Others,Others - Glass Items,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Cut/Stabbed by Objects,Others,Others - Knives and Needles,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Exposure to Extreme Temperatures,Others,Others,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Exposure to Extreme Temperatures,Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Exposure to Hazardous Substances,Industrial Machines,Industrial Machines - Others,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",6
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Exposure to Hazardous Substances,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Falls - Falls from Height,Means of Access,Means of Access - Ladders,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Falls - Falls from Height,Means of Access,Means of Access - Scaffold,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,9
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Others,Others,4
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,8
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Others,Others - Human Factors,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,21
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products","Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Others,Others,Others,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Over-exertion/Strenuous Movements,Means of Access,Means of Access - Stairs or Steps,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Over-exertion/Strenuous Movements,Others,Others - Human Factors,4
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Over-exertion/Strenuous Movements,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Striking against Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Striking against Objects,Others,Others,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Striking against Objects,Others,Others - Furniture and Fittings,7
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Striking against Objects,Others,Others - Metal Items (excluding knives/needles),5
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Striking against Objects,Vehicles,Vehicles - Reach truck / stacker,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Falling Objects,Others,Others,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Falling Objects,Others,Others - Furniture and Fittings,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Falling Objects,Others,Others - Glass Items,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),6
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,3
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,5
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Industrial Machines,Industrial Machines - Power Press,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Others,Others,4
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Others,Others - Goods/Cargo,1
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Struck by Moving Objects,Vehicles,Vehicles - Reach truck / stacker,2
2018,Minor,Manufacturing,"Manufacture of Computer, Electronic & Optical Products",Work-related Traffic,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,23
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Power Press,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,12
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Others,Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Others,Others - Furniture and Fittings,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Others,Others - Goods/Cargo,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,5
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,34
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Saws,18
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Transmission Machines,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Others,Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Others,Others - Glass Items,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Others,Others - Knives and Needles,80
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Exposure to Extreme Temperatures,Others,Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Exposure to Extreme Temperatures,Others,"Others - Dusts, Gas, Liquids and Chemicals",2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,15
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Exposure to Extreme Temperatures,Pressurised Equipments,Pressurised Equipments - Boilers,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",7
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Falls - Falls from Height,Means of Access,Means of Access - Ladders,7
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Falls - Falls from Height,Physical Workplace,Physical Workplace - Roof,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,12
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Others,Others,5
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Others,Others - Human Factors,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,72
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Structures,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,8
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco","Falls - Slips, Trips & Falls",Vehicles,Vehicles - Reach truck / stacker,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Fires & Explosion,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Fires & Explosion,Others,Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Others,Others,Others,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Over-exertion/Strenuous Movements,Industrial Machines,Industrial Machines - Others,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Over-exertion/Strenuous Movements,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,13
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Over-exertion/Strenuous Movements,Others,Others - Human Factors,7
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Industrial Machines,Industrial Machines - Others,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Others,Others,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Others,Others - Furniture and Fittings,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Others,Others - Glass Items,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Others,Others - Goods/Cargo,2
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Others,Others - Metal Items (excluding knives/needles),7
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Physical Workplace,Physical Workplace - Structures,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Vehicles,Vehicles - Forklifts,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Striking against Objects,Vehicles,Vehicles - Motor vehicles,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Others,Others,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Others,Others - Furniture and Fittings,5
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Others,Others - Glass Items,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Others,Others - Goods/Cargo,11
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Falling Objects,Vehicles,Vehicles - Forklifts,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,9
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Industrial Machines,Industrial Machines - Transmission Machines,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Others,Others,9
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Others,Others - Flying Fragments,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Others,Others - Furniture and Fittings,11
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Others,Others - Goods/Cargo,11
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Others,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Vehicles,Vehicles - Forklifts,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,5
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Vehicles,Vehicles - Others,4
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Struck by Moving Objects,Vehicles,Vehicles - Reach truck / stacker,3
2018,Minor,Manufacturing,"Manufacture of Food, Beverages & Tobacco",Work-related Traffic,Vehicles,Vehicles - Motor vehicles,3
2018,Minor,Manufacturing,Manufacture of Furniture,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,Manufacture of Furniture,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Saws,1
2018,Minor,Manufacturing,Manufacture of Furniture,Caught in/ betw Objects,Others,Others - Furniture and Fittings,1
2018,Minor,Manufacturing,Manufacture of Furniture,Caught in/ betw Objects,Others,Others - Goods/Cargo,1
2018,Minor,Manufacturing,Manufacture of Furniture,Caught in/ betw Objects,Pressurised Equipments,Pressurised Equipments - Heat Exchangers,1
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,4
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,9
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,1
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Saws,18
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Others,Others - Glass Items,2
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Others,Others - Knives and Needles,5
2018,Minor,Manufacturing,Manufacture of Furniture,Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),1
